"mushaf_key,surah_number,ayah_number,page_number,x,y,width,height,polygon",surah_number,ayah_number,page_number,x,y,width,height,polygon
douri,2,4,2,43.32321699544765,56.28140703517588,38.16388467374811,4.248515303791685,"[{""x"": 43.32321699544765, ""y"": 56.28140703517588, ""width"": 38.16388467374811, ""height"": 4.248515303791685}, {""x"": 54.93171471927162, ""y"": 60.621288259479215, ""width"": 19.195751138088013, ""height"": 3.7003197807217907}]"
douri,2,5,3,8.945147679324894,13.202375513933305,82.61603375527426,5.025125628140704,"[{""x"": 8.945147679324894, ""y"": 13.202375513933303, ""width"": 82.61603375527426, ""height"": 5.025125628140704}, {""x"": 76.62447257383967, ""y"": 18.684330744632252, ""width"": 15.358649789029535, ""height"": 4.29419826404751}]"
douri,2,6,3,8.101265823,18.227501142074008,63.459915611814345,5.070808588396528,"[{""x"": 8.10126582278481, ""y"": 18.227501142074008, ""width"": 63.459915611814345, ""height"": 5.070808588396528}, {""x"": 33.41772151898734, ""y"": 22.704431247144814, ""width"": 58.143459915611814, ""height"": 5.573321151210599}]"
douri,2,7,3,8.438818565400844,23.48104157149384,20,4.522613065326634,"[{""x"": 8.438818565400844, ""y"": 23.481041571493833, ""width"": 20.0, ""height"": 4.522613065326634}, {""x"": 13.164556962025317, ""y"": 28.049337597076292, ""width"": 77.89029535864978, ""height"": 5.162174508908177}]"
douri,2,8,3,8.354430379746836,32.89173138,83.37552742616033,4.933759707629054,"[{""x"": 8.354430379746836, ""y"": 32.8917313841937, ""width"": 83.37552742616033, ""height"": 4.933759707629054}, {""x"": 72.40506329113924, ""y"": 38.28232069438099, ""width"": 19.49367088607595, ""height"": 4.157149383280037}]"
douri,2,9,3,8.354430379746836,37.73412517,58.64978902953587,4.842393787117405,"[{""x"": 8.354430379746836, ""y"": 37.7341251713111, ""width"": 58.64978902953587, ""height"": 4.842393787117405}, {""x"": 31.645569620253166, ""y"": 42.57651895842851, ""width"": 59.83122362869199, ""height"": 5.070808588396528}]"
douri,2,10,3,8.438818565400844,43.03334856098675,18.059071729957807,4.385564185,"[{""x"": 8.438818565400844, ""y"": 43.03334856098675, ""width"": 18.059071729957807, ""height"": 4.3855641845591595}, {""x"": 26.329113924050635, ""y"": 47.69301050708086, ""width"": 65.40084388185655, ""height"": 4.79671082686158}]"
douri,2,11,3,8.523206751054852,47.73869346733669,13.41772151898734,4.705344906349931,"[{""x"": 8.523206751054852, ""y"": 47.73869346733669, ""width"": 13.41772151898734, ""height"": 4.705344906349931}, {""x"": 34.43037974683544, ""y"": 52.35267245317496, ""width"": 57.46835443037974, ""height"": 4.933759707629054}]"
douri,2,12,3,8.438818565400844,52.80950205573321,20.928270042194093,4.385564185,"[{""x"": 7.59493670886076, ""y"": 57.240749200548194, ""width"": 84.30379746835443, ""height"": 5.070808588396528}, {""x"": 8.438818565400844, ""y"": 52.80950205573321, ""width"": 20.928270042194093, ""height"": 4.3855641845591595}, {""x"": 25.738396624472575, ""y"": 62.265874828688894, ""width"": 66.32911392405063, ""height"": 5.025125628140704}]"
douri,2,13,3,8.101265823,62.53997259022385,13.080168776371307,4.476930105070808,"[{""x"": 8.10126582278481, ""y"": 67.15395157606213, ""width"": 83.79746835443038, ""height"": 4.9794426678848795}, {""x"": 8.10126582278481, ""y"": 62.53997259022385, ""width"": 13.080168776371309, ""height"": 4.476930105070808}, {""x"": 51.13924050632911, ""y"": 72.3161260849703, ""width"": 40.675105485232066, ""height"": 4.79671082686158}]"
douri,2,14,3,8.354430379746836,72.31612608,38.14345991561181,4.842393787117405,"[{""x"": 8.354430379746836, ""y"": 72.3161260849703, ""width"": 38.143459915611814, ""height"": 4.842393787117405}, {""x"": 60.16877637130802, ""y"": 77.56966651439014, ""width"": 31.561181434599156, ""height"": 4.339881224303334}]"
douri,2,15,3,8.270042194092827,77.02147099132024,47.08860759493671,4.751027866605756,"[{""x"": 8.270042194092827, ""y"": 77.02147099132024, ""width"": 47.08860759493671, ""height"": 4.751027866605756}, {""x"": 13.080168776371309, ""y"": 82.00091365920512, ""width"": 78.73417721518987, ""height"": 4.751027866605756}]"
douri,2,16,4,8.607594937,13.24805847418913,82.86919831223629,5.070808588396528,"[{""x"": 8.60759493670886, ""y"": 13.24805847418913, ""width"": 82.86919831223629, ""height"": 5.070808588396528}, {""x"": 21.518987341772153, ""y"": 18.04476930105071, ""width"": 70.46413502109705, ""height"": 5.253540429419826}]"
douri,2,17,4,8.101265823,18.68433074463225,8.354430379746836,3.883051621745089,"[{""x"": 8.10126582278481, ""y"": 18.684330744632252, ""width"": 8.354430379746836, ""height"": 3.883051621745089}, {""x"": 55.27426160337553, ""y"": 23.115577889447238, ""width"": 36.540084388185655, ""height"": 4.933759707629054}]"
