surah_number,ayah_number,page_number,x,y,width,height,polygon
2,9,3,10.0,37.76255707762557,56.833333333333336,4.931506849315069,"[{""x"": 10.0, ""y"": 37.76255707762557, ""width"": 56.833333333333336, ""height"": 4.931506849315069}, {""x"": 32.083333333333336, ""y"": 42.78538812785388, ""width"": 58.416666666666664, ""height"": 5.0228310502283104}]"
2,10,3,9.333333333333334,42.42009132420092,17.583333333333336,5.0228310502283104,"[{""x"": 9.333333333333334, ""y"": 42.42009132420092, ""width"": 17.583333333333336, ""height"": 5.0228310502283104}, {""x"": 26.833333333333332, ""y"": 47.71689497716895, ""width"": 63.583333333333336, ""height"": 4.748858447488584}]"
2,11,3,9.166666666666666,47.67123287671232,13.25,4.383561643835616,"[{""x"": 9.166666666666666, ""y"": 47.671232876712324, ""width"": 13.25, ""height"": 4.383561643835616}, {""x"": 34.583333333333336, ""y"": 52.42009132420091, ""width"": 55.75, ""height"": 4.931506849315069}]"
2,12,3,9.333333333333334,51.96347031963471,20.5,5.068493150684931,"[{""x"": 9.083333333333334, ""y"": 57.26027397260274, ""width"": 81.25, ""height"": 5.0228310502283104}, {""x"": 9.333333333333334, ""y"": 51.96347031963471, ""width"": 20.5, ""height"": 5.068493150684931}, {""x"": 25.75, ""y"": 62.28310502283105, ""width"": 64.91666666666667, ""height"": 5.0228310502283104}]"
2,13,3,8.833333333333334,62.51141552511415,12.416666666666666,4.429223744292238,"[{""x"": 9.583333333333334, ""y"": 67.26027397260273, ""width"": 80.08333333333333, ""height"": 4.794520547945205}, {""x"": 8.833333333333334, ""y"": 62.51141552511415, ""width"": 12.416666666666666, ""height"": 4.429223744292238}, {""x"": 50.916666666666664, ""y"": 72.42009132420091, ""width"": 39.58333333333333, ""height"": 4.703196347031963}]"
2,14,3,9.0,72.32876712328768,37.91666666666666,4.794520547945205,"[{""x"": 9.0, ""y"": 72.32876712328768, ""width"": 37.916666666666664, ""height"": 4.794520547945205}, {""x"": 59.166666666666664, ""y"": 77.6255707762557, ""width"": 31.333333333333336, ""height"": 4.292237442922374}]"
2,15,3,9.083333333333334,77.07762557077625,45.83333333333333,4.748858447488584,"[{""x"": 9.083333333333334, ""y"": 77.07762557077625, ""width"": 45.83333333333333, ""height"": 4.748858447488584}, {""x"": 14.249999999999998, ""y"": 82.14611872146119, ""width"": 76.25, ""height"": 4.52054794520548}]"
2,16,4,9.575353871773522,13.333333333333334,80.3497085761865,4.931506849315069,"[{""x"": 9.575353871773522, ""y"": 13.333333333333334, ""width"": 80.3497085761865, ""height"": 4.931506849315069}, {""x"": 22.31473771856786, ""y"": 18.12785388127854, ""width"": 67.94338051623647, ""height"": 5.251141552511415}]"
2,17,4,9.408825978351372,18.72146118721461,8.243130724396336,4.018264840182648,"[{""x"": 9.408825978351373, ""y"": 18.72146118721461, ""width"": 8.243130724396336, ""height"": 4.018264840182648}, {""x"": 54.53788509575354, ""y"": 23.15068493150685, ""width"": 35.97002497918401, ""height"": 4.703196347031963}]"
2,18,4,9.242298084929226,23.24200913242009,41.13238967527061,5.068493150684931,"[{""x"": 9.658617818484597, ""y"": 27.85388127853881, ""width"": 80.84929225645296, ""height"": 4.885844748858448}, {""x"": 9.242298084929226, ""y"": 23.24200913242009, ""width"": 41.13238967527061, ""height"": 5.068493150684931}, {""x"": 29.475437135720234, ""y"": 32.64840182648402, ""width"": 61.1157368859284, ""height"": 5.0228310502283104}]"
2,19,4,9.242298084929226,33.0593607305936,15.82014987510408,4.474885844748858,"[{""x"": 9.325562031640299, ""y"": 37.21461187214612, ""width"": 81.43213988343048, ""height"": 5.296803652968037}, {""x"": 9.325562031640299, ""y"": 42.64840182648402, ""width"": 81.18234804329725, ""height"": 4.931506849315069}, {""x"": 9.242298084929226, ""y"": 33.0593607305936, ""width"": 15.82014987510408, ""height"": 4.474885844748858}, {""x"": 65.11240632805995, ""y"": 47.990867579908674, ""width"": 25.062447960033307, ""height"": 4.429223744292238}]"
